Deal Type,Announce Date,Amendment Date,Completion/Termination Date,Target Name,Target Ticker,Acquirer Name,Acquirer Ticker,Announced Total Value (mil.),Announced Equity Value (mil.),Payment Type,TV/EBITDA,Deal Status,Acquirer Termination Fee,Cash Terms,Nature of Bid,Stock Terms
M&A,10/25/2022, ,5/2/2023,Limestone Bancorp Inc,LMST US,Peoples Bancorp Inc/OH,PEBO US,178.05,178.05,Stock, ,Completed,1.8,N/A,Friendly,.9000 Aqr sh./Tgt sh.
M&A,8/25/2003, ,4/1/2004,Resource Bankshares Corp,RBKV US,Fulton Financial Corp,FULT US,177.35,177.35,Stock, ,Completed, ,N/A,Friendly,1.4667 Aqr sh./Tgt sh.
M&A,4/25/2006, ,10/9/2006,NewMil Bancorp Inc,NMIL US,Webster Financial Corp,WBS US,177.31,177.31,Stock, ,Completed, ,N/A,Friendly,.8736 Aqr sh./Tgt sh.
M&A,12/2/2021, ,4/4/2022,SLR Senior Investment Corp,SUNS US,SLR Investment Corp,SLRC US,177.28,241.21,Stock, ,Completed, ,N/A,Friendly,.7796 Aqr sh./Tgt sh.
M&A,6/12/2017,10/27/2017,11/1/2017,First South Bancorp Inc/NC,FSBK US,Carolina Financial Corp,CARO US,175.53,175.53,Stock, ,Completed, ,N/A,Friendly,.5064 Aqr sh./Tgt sh.
M&A,4/19/2022, ,10/31/2022,Coeptis Therapeutics Inc,2199898D US,Coeptis Therapeutics Holdings,COEP US,175,175,Stock, ,Completed, ,N/A,Friendly,USD 175.0000 Mln
M&A,12/17/2015, ,6/27/2016,Monarch Financial Holdings Inc,MNRK US,Towne Bank/Portsmouth VA,TOWN US,174.11,250.91,Stock, ,Completed, ,N/A,Friendly,.8830 Aqr sh./Tgt sh.
M&A,10/3/2005, ,3/16/2006,Cavalry Bancorp Inc,CAVB US,Pinnacle Financial Partners Inc,PNFP US,173.37,173.37,Stock, ,Completed, ,N/A,Friendly,.9500 Aqr sh./Tgt sh.
M&A,6/23/2005, ,10/3/2005,InKine Pharmaceutical Co Inc,INKP US,Salix Pharmaceuticals Ltd,SLXP US,172.48,183.04,Stock,53.22,Completed, ,N/A,Friendly,.1737 Aqr sh./Tgt sh.
M&A,6/21/2022, ,12/30/2022,GrandSouth Bancorporation,GRRB US,First Bancorp/Southern Pines NC,FBNC US,172.4,172.4,Stock, ,Completed, ,N/A,Friendly,.9100 Aqr sh./Tgt sh.
M&A,3/17/2004, ,7/16/2004,Florida Banks Inc,608794Q US,South Financial Group Inc/The,TSFG US,170.13,170.13,Stock, ,Completed, ,N/A,Friendly,.7700 Aqr sh./Tgt sh.
M&A,8/14/2017, ,1/2/2018,Sunshine Bancorp Inc,SBCP US,CenterState Bank Corp,CSFL US,170.06,177.62,Stock, ,Completed, ,N/A,Friendly,.8900 Aqr sh./Tgt sh.
M&A,3/26/2012, ,7/25/2012,Oclaro Fiber Optics Inc,OPXT US,Oclaro Inc,OCLR US,170,209.97,Stock, ,Completed,6,N/A,Friendly,.4200 Aqr sh./Tgt sh.
M&A,3/21/2011, ,10/28/2011,Dawson Geophysical Co,DWSN US,Dawson Geophysical Co/old,1237140D US,169.68,169.35,Stock,10.95,Terminated, ,N/A,Friendly,.1880 Aqr sh./Tgt sh.
M&A,2/22/2023, ,12/1/2023,Partners Bancorp,PTRS US,LINKBANCORP Inc,LNKB US,169.5,169.5,Stock, ,Completed, ,N/A,Friendly,1.1500 Aqr sh./Tgt sh.
M&A,5/16/2008, ,8/29/2008,Optium Corp,OPTM US,Finisar Corp,FNSR US,169.38,221.74,Stock, ,Completed, ,N/A,Friendly,6.2620 Aqr sh./Tgt sh.
M&A,7/20/2011, ,10/21/2011,Allos Therapeutics Inc,ALTH US,AMAG Pharmaceuticals Inc,AMAG US,169.08,248.5,Stock, ,Terminated,14,N/A,Friendly,.1282 Aqr sh./Tgt sh.
M&A,7/2/2009, ,10/1/2009,FCStone Group Inc,FCSX US,StoneX Group Inc,SNEX US,168.85,120.46,Stock, ,Completed, ,N/A,Friendly,.2950 Aqr sh./Tgt sh.
M&A,5/21/2008, ,12/8/2008,Willow Financial Bancorp Inc,WFBC US,Harleysville National Corp,HNBC US,166.93,166.93,Stock, ,Completed, ,N/A,Friendly,.7300 Aqr sh./Tgt sh.
M&A,2/16/2006, ,6/12/2006,Southwest Community Bancorp,0763967D US,Placer Sierra Bancshares,8184843Q US,166.28,166.28,Stock, ,Completed, ,N/A,Friendly,1.5800 Aqr sh./Tgt sh.
M&A,8/28/2003,1/26/2004,2/2/2004,Progress Financial Corp,675159Q US,FleetBoston Financial Corp,FBF US,165.4,165.4,Stock, ,Completed, ,N/A,Friendly,.7105 Aqr sh./Tgt sh.
M&A,11/2/2007, ,5/1/2008,GB&T Bancshares Inc,GBTB US,SunTrust Banks Inc,2370058D US,165.12,165.12,Stock, ,Completed, ,N/A,Friendly,.1562 Aqr sh./Tgt sh.
M&A,5/13/2007, ,10/1/2007,Synergy Financial Group Inc,SYNF US,Flagstar Financial Inc,FLG US,164.02,164.02,Stock, ,Completed, ,N/A,Friendly,.8000 Aqr sh./Tgt sh.
M&A,8/14/2017, ,12/15/2017,Tesco Corp,TESO US,Nabors Industries Ltd,NBR US,162.23,234.72,Stock, ,Completed, ,N/A,Friendly,.6800 Aqr sh./Tgt sh.
M&A,8/15/2013, ,6/2/2014,Firstbank Corp,FBMI US,Mercantile Bank Corp,MBWM US,160.15,160.15,Stock, ,Completed,7.9,N/A,Friendly,1.0000 Aqr sh./Tgt sh.
M&A,6/28/2013, ,12/3/2013,Penseco Financial Services Corp,PFNS US,Peoples Financial Services Corp,PFIS US,159.65,159.65,Stock, ,Completed, ,N/A,Friendly,1.3636 Aqr sh./Tgt sh.
M&A,8/13/2020, ,1/29/2021,Bay Banks of Virginia Inc,BAYK US,Blue Ridge Bankshares Inc,BRBS US,158.98,98.64,Stock, ,Completed,4,N/A,Friendly,.5000 Aqr sh./Tgt sh.
M&A,3/19/2008,5/21/2008,7/2/2008,Greater Community Bancorp,GFLS US,Valley National Bancorp,VLY US,157.69,157.69,Stock, ,Completed, ,N/A,Friendly,.9975 Aqr sh./Tgt sh.
M&A,9/6/2005,12/27/2005,3/29/2006,Riverside Bancshares Inc/Marietta GA,RSBK US,Synovus Financial Corp,SNV US,156.88,156.88,Stock, ,Completed, ,N/A,Friendly,1.1000 Aqr sh./Tgt sh.
M&A,1/21/2004, ,7/16/2004,CNB Florida Bancshares Inc,3683545Q US,South Financial Group Inc/The,TSFG US,154.5,154.5,Stock, ,Completed, ,N/A,Friendly,.8400 Aqr sh./Tgt sh.
M&A,1/13/2014, ,6/2/2014,Teche Holding Co,TSH US,IBERIABANK Corp,IBKC US,154.15,154.15,Stock, ,Completed,4,N/A,Friendly,1.1620 Aqr sh./Tgt sh.
M&A,7/15/2004, ,10/18/2004,Modem Media Inc,MMPT US,Digitas Inc,3023927Q US,152.71,209.68,Stock,14.25,Completed, ,N/A,Friendly,.7000 Aqr sh./Tgt sh.
M&A,4/25/2023, ,8/2/2023,Spectrum Pharmaceuticals Inc,SPPI US,Assertio Holdings Inc,ASRT US,151,224.28,Stock, ,Completed,8.3,N/A,Friendly,.1783 Aqr sh./Tgt sh.
M&A,11/8/2017, ,2/7/2018,Alon USA Partners LP,ALDW US,Delek US Holdings Inc,DK US,148.62,29.82,Stock,1.77,Completed, ,N/A,Friendly,.4900 Aqr sh./Tgt sh.
M&A,1/15/2019, ,4/23/2019,Entegra Financial Corp,ENFC US,SmartFinancial Inc,SMBK US,147.98,147.98,Stock, ,Terminated, ,N/A,Friendly,1.2150 Aqr sh./Tgt sh.
M&A,1/22/2018, ,7/10/2018,Aceragen Inc,ACGN US,BioCryst Pharmaceuticals Inc,BCRX US,146.22,211.28,Stock, ,Terminated,25,N/A,Friendly,.2000 Aqr sh./Tgt sh.
M&A,6/23/2008, ,9/2/2008,Credence Systems Corp,CMOS US,Xcerra Corp,XCRA US,145.21,182.34,Stock,3.36,Completed, ,N/A,Friendly,.6129 Aqr sh./Tgt sh.
M&A,5/5/2016, ,1/17/2017,Lake Sunapee Bank Group,LSBG US,Bar Harbor Bankshares,BHB US,140.65,140.65,Stock, ,Completed, ,N/A,Friendly,.4970 Aqr sh./Tgt sh.
M&A,12/17/2014, ,4/20/2015,Paramount Gold and Silver Corp,9876545D US,Coeur Mining Inc,CDE US,139.41,144.23,Stock, ,Completed, ,N/A,Friendly,.2016 Aqr sh./Tgt sh.
M&A,11/7/2008, ,11/21/2008,LandAmerica Financial Group Inc,LFGRQ US,Fidelity National Financial Inc/US,1023761D US,139.4,139.4,Stock, ,Terminated, ,N/A,Friendly,.9930 Aqr sh./Tgt sh.
M&A,9/8/2015, ,5/3/2016,Baylake Corp,BYLK US,Nicolet Bankshares Inc,NIC US,138.76,138.76,Stock, ,Completed,7,N/A,Friendly,.4517 Aqr sh./Tgt sh.
M&A,9/27/2007,2/4/2008,2/4/2008,Traffix Inc,1284294D US,Protagenic Therapeutics Inc,PTIX US,138.44,167.31,Stock,25.29,Completed, ,N/A,Friendly,.6760 Aqr sh./Tgt sh.
M&A,8/30/2022, ,1/31/2023,Centric Financial Corp,CFCX US,First Commonwealth Financial Corp,FCF US,136.9,136.9,Stock, ,Completed, ,N/A,Friendly,1.0900 Aqr sh./Tgt sh.
M&A,12/15/2014, ,6/23/2015,Community National Bank/Great Neck NY,CBNY US,Dime Community Bancshares Inc,DCOM US,136.51,136.51,Stock, ,Completed, ,N/A,Friendly,.7900 Aqr sh./Tgt sh.
M&A,1/18/2007,4/20/2007,4/27/2007,North Bay Bancorp/Napa CA,NBAN US,Umpqua Holdings Corp,UMPQ US,136.28,136.28,Stock, ,Completed, ,N/A,Friendly,1.2280 Aqr sh./Tgt sh.
M&A,7/15/2003, ,1/2/2004,Klamath First Bancorp Inc,KFBI US,Sterling Financial Corp/WA,1740293D US,136.01,136.01,Stock, ,Completed, ,N/A,Friendly,.7700 Aqr sh./Tgt sh.
M&A,10/15/2004, ,2/22/2005,NSD Bancorp Inc,NSDB US,FNB Corp/PA,FNB US,135.69,135.69,Stock, ,Completed, ,N/A,Friendly,1.8000 Aqr sh./Tgt sh.
M&A,4/19/2021, ,8/9/2021,American River Bankshares,AMRB US,Bank of Marin Bancorp,BMRC US,135.32,135.32,Stock, ,Completed, ,N/A,Friendly,.5750 Aqr sh./Tgt sh.
M&A,12/31/2014, ,7/8/2015,Pacific Ethanol Central LLC,AVRW US,Alto Ingredients Inc,ALTO US,135.21,0.21,Stock,11.02,Completed,1.994,N/A,Friendly,USD 1.2500/Tgt sh.
M&A,4/20/2009, ,10/29/2009,Florida Public Utilities Co,FPU US,Chesapeake Utilities Corp,CPK US,133.6,74.52,Stock, ,Completed, ,N/A,Friendly,.4050 Aqr sh./Tgt sh.
M&A,3/21/2006, ,11/16/2006,Ethos Environmental Inc/Old,EHSE US,Regeneca Inc,RGNA US,132.89,132.89,Stock, ,Completed, ,N/A,Friendly,17718.1875 Mln Sh
M&A,10/16/2007,2/6/2008,5/19/2008,Pinnacle Gas Resources Inc,PINN US,PostRock Energy Corp,PSTRQ US,132.64,149.97,Stock, ,Terminated, ,N/A,Friendly,.5278 Aqr sh./Tgt sh.
M&A,9/29/2014, ,3/2/2015,Simplicity Bancorp Inc,1523541D US,HomeStreet Inc,HMST US,132.26,132.26,Stock, ,Completed, ,N/A,Friendly,1.0000 Aqr sh./Tgt sh.
M&A,5/24/2021, ,10/6/2021,Strongbridge Biopharma PLC,SBBP US,Xeris Pharmaceuticals Inc,9990225D US,132.18,188.68,Stock, ,Completed, ,N/A,Friendly,.7840 Aqr sh./Tgt sh.
M&A,7/6/2009, ,9/23/2009,Woodbridge Holdings Corp,WDGH US,Bluegreen Vacations Holding Co,BVH US,131.63,19.1,Stock, ,Completed, ,N/A,Friendly,3.4700 Aqr sh./Tgt sh.
M&A,5/24/2006, ,10/2/2006,PB Financial Services Corp,PBFN US,Alabama National Bancorporation,ALAB US,131.06,131.06,Stock, ,Completed, ,N/A,Friendly,1.0540 Aqr sh./Tgt sh.
M&A,10/10/2005, ,1/9/2006,Micro Therapeutics Inc,MTIX US,ev3 Inc,EVVV US,130.16,130.16,Stock, ,Completed, ,N/A,Friendly,.4763 Aqr sh./Tgt sh.
M&A,11/5/2018, ,12/18/2018,Chalice Brands Ltd,CHAL CN,Unrivaled Brands Inc,UNRV US,128.9,128.9,Stock, ,Withdrawn, ,N/A,Friendly,.1203 Aqr sh./Tgt sh.
M&A,3/15/2005, ,9/22/2005,Medicore Inc,MDKI US,Dialysis Corp Of America,DCAI US,128.3,135.1,Stock,34.96,Completed, ,N/A,Friendly,.6800 Aqr sh./Tgt sh.
M&A,5/13/2004, ,7/30/2004,Horizon Medical Products Inc,HMP US,Rita Medical Systems Inc,RITA US,128.22,111.26,Stock,40.52,Completed, ,N/A,Friendly,.4212 Aqr sh./Tgt sh.
M&A,9/27/2023, ,7/2/2024,FNCB Bancorp Inc,FNCB US,Peoples Financial Services Corp,PFIS US,127.89,127.89,Stock, ,Completed, ,N/A,Friendly,.1460 Aqr sh./Tgt sh.
M&A,6/30/2021, ,12/1/2021,Riverview Financial Corp,RIVE US,Mid Penn Bancorp Inc,MPB US,127.68,127.68,Stock, ,Completed, ,N/A,Friendly,.4833 Aqr sh./Tgt sh.
M&A,2/27/2007, ,8/1/2007,FNB Financial Services Corp,FNBF US,NewBridge Bancorp,NBBC US,127.6,127.6,Stock, ,Completed, ,N/A,Friendly,1.0700 Aqr sh./Tgt sh.
M&A,7/20/2012, ,1/18/2013,Callisto Pharmaceuticals Inc,CLSP US,Synergy Pharmaceuticals LLC,SGYPQ US,126.88,133,Stock, ,Completed, ,N/A,Friendly,.1799 Aqr sh./Tgt sh.
M&A,10/9/2014, ,2/12/2015,Dawson Geophysical Co/old,1237140D US,Dawson Geophysical Co,DWSN US,125.19,163.45,Stock,5.62,Completed,2,N/A,Friendly,1.7600 Aqr sh./Tgt sh.
M&A,6/15/2011, ,1/3/2012,Parkvale Financial Corp,PVSA US,FNB Corp/PA,FNB US,124.91,124.91,Stock, ,Completed, ,N/A,Friendly,2.1780 Aqr sh./Tgt sh.
M&A,6/14/2004, ,1/3/2005,First Washington Financial Corp/NJ,FWFC US,Fulton Financial Corp,FULT US,123.47,123.47,Stock, ,Completed, ,N/A,Friendly,1.3500 Aqr sh./Tgt sh.
M&A,11/7/2008, ,4/14/2009,Benjamin Franklin Bancorp Inc,BFBC US,Independent Bank Corp,INDB US,122.77,122.77,Stock, ,Completed, ,N/A,Friendly,.5900 Aqr sh./Tgt sh.
M&A,5/26/2005, ,11/22/2005,First Capital Bancorp Inc,FCBX US,Flag Financial Corp,0700734D US,122.7,122.7,Stock, ,Completed, ,N/A,Friendly,1.6000 Aqr sh./Tgt sh.
M&A,12/13/2016, ,6/26/2017,Eastern Virginia Bankshares Inc,EVBS US,Primis Financial Corp,FRST US,122.7,122.7,Stock, ,Completed,7.5,N/A,Friendly,.6313 Aqr sh./Tgt sh.
M&A,12/5/2019, ,6/1/2020,Wellesley Bank,WEBK US,Cambridge Bancorp,CATC US,122.61,122.61,Stock, ,Completed, ,N/A,Friendly,.5800 Aqr sh./Tgt sh.
M&A,6/3/2009, ,3/8/2010,Quest Energy Partners LP,QELP US,PostRock Energy Corp,PSTRQ US,122.23,1.34,Stock, ,Completed, ,N/A,Friendly,.2859 Aqr sh./Tgt sh.
M&A,1/21/2005, ,6/28/2005,August Technology Corp,0282517D US,Onto Innovation Inc,ONTO US,121.97,167.46,Stock, ,Terminated, ,N/A,Friendly,.6401 Aqr sh./Tgt sh.
M&A,7/8/2005, ,9/2/2005,Paradyne Networks Inc,PDYN US,DZS Inc,DZSIQ US,121.12,163.36,Stock,108.63,Completed, ,N/A,Friendly,1.0972 Aqr sh./Tgt sh.
M&A,1/19/2011, ,2/10/2011,Gold and Minerals Co Inc,GDMN US,El Capitan Precious Metals Inc,ECPN US,120.21,120.21,Stock, ,Completed, ,N/A,Friendly,148.0650 Mln Sh
M&A,11/8/2005, ,5/1/2006,Castle Energy Corp,3583959Q US,Par Pacific Holdings Inc,PARR US,119.55,149.18,Stock, ,Completed, ,N/A,Friendly,1.1640 Aqr sh./Tgt sh.
M&A,5/27/2015, ,12/2/2015,CNLBancshares Inc,CNLB US,Valley National Bancorp,VLY US,119.51,119.51,Stock, ,Completed, ,N/A,Friendly,.7050 Aqr sh./Tgt sh.
M&A,9/27/2017, ,4/17/2018,Bay Bancorp Inc,BYBK US,Old Line Bancshares Inc,OLBK US,119.44,119.44,Stock, ,Completed,5.076,N/A,Friendly,.4088 Aqr sh./Tgt sh.
M&A,7/12/2021, ,1/7/2022,1st Constitution Bancorp,FCCY US,Lakeland Bancorp Inc,LBAI US,118.71,247.48,Stock, ,Completed,9,N/A,Friendly,1.3577 Aqr sh./Tgt sh.
M&A,1/13/1998, ,6/24/2004,Etowah Bank Canton GA,ETWB US,Regions Financial Corp/Old,355488Q US,117.4,117.4,Stock, ,Completed, ,N/A,Friendly,3.2000 Aqr sh./Tgt sh.
M&A,2/13/2023, ,6/30/2023,First Miami Bancorp Inc,FMIA US,United Community Banks Inc/GA,UCB US,115.9,115.9,Stock, ,Completed, ,N/A,Friendly,40.2685 Aqr sh./Tgt sh.
M&A,2/7/2013, ,9/4/2013,First M&F Corp,FMFC US,Renasant Corp,RNST US,114.71,114.71,Stock, ,Completed, ,N/A,Friendly,.6425 Aqr sh./Tgt sh.
M&A,1/31/2017, ,12/15/2017,Royal Bancshares of Pennsylvania Inc,RBPAA US,Bryn Mawr Bank Corp,BMTC US,114.38,114.38,Stock, ,Completed,1.8,N/A,Friendly,.1025 Aqr sh./Tgt sh.
M&A,12/14/2022, ,1/23/2024,DarkPulse Inc,DPLS US,Global Systems Dynamics Inc,GSDI US,114.23,113.8,Stock, ,Terminated, ,N/A,Friendly,USD 113.8000 Mln
M&A,3/16/2020, ,5/20/2020,Zyla Life Sciences,ZCOR US,Assertio Holdings Inc,ASRT US,114.14,25.85,Stock, ,Completed, ,N/A,Friendly,2.5000 Aqr sh./Tgt sh.
M&A,5/15/2024, ,10/10/2024,HMN Financial Inc,HMNF US,Alerus Financial Corp,ALRS US,113.4,113.4,Stock, ,Completed, ,N/A,Friendly,1.2500 Aqr sh./Tgt sh.
M&A,11/10/2008, ,3/15/2010,Republic First Bancorp Inc,FRBKQ US,Metro Bancorp Inc,METR US,113.19,113.19,Stock, ,Terminated, ,N/A,Friendly,USD 10.0000/Tgt sh.
M&A,6/1/2022, ,12/12/2022,UB Bancorp,UBNC US,FNB Corp/PA,FNB US,112.84,112.84,Stock, ,Completed, ,N/A,Friendly,1.6100 Aqr sh./Tgt sh.
M&A,1/24/2011, ,10/19/2011,MModal MQ Inc,MEDQ US,MModal Inc,2185054D US,112.32,112.32,Stock,4.86,Completed, ,N/A,Friendly,1.0000 Aqr sh./Tgt sh.
M&A,10/6/2009, ,2/17/2010,Viasystems Corp,MERX US,Viasystems Group Inc,VIAS US,111.93,51.5,Stock,75.68,Completed, ,N/A,Friendly,.1119 Aqr sh./Tgt sh.
M&A,4/4/2016, ,10/24/2016,Chicopee Bancorp Inc,1650928D US,Western New England Bancorp Inc,WNEB US,111.92,111.92,Stock, ,Completed, ,N/A,Friendly,2.4250 Aqr sh./Tgt sh.
M&A,6/11/2018, ,10/1/2018,Athens Bancshares Corp,AFCB US,Capstar Financial Holdings Inc,CSTR US,110.91,110.91,Stock, ,Completed,4,N/A,Friendly,2.8640 Aqr sh./Tgt sh.
M&A,11/4/2014, ,4/20/2015,Hampden Bancorp Inc,HBNK US,Berkshire Hills Bancorp Inc,BHLB US,110.67,110.67,Stock, ,Completed, ,N/A,Friendly,.8100 Aqr sh./Tgt sh.
M&A,6/22/2009, ,11/16/2009,Specialty Underwriters' Alliance Inc,SUAI US,Tower Group International Ltd,TWGP US,110.41,110.61,Stock, ,Completed, ,N/A,Friendly,.2800 Aqr sh./Tgt sh.
M&A,8/1/2023, ,11/10/2023,EQRx Inc,EQRX US,REVOLUTION Medicines Inc,RVMD US,110.31,1433.03,Stock, ,Completed, ,N/A,Friendly,.1112 Aqr sh./Tgt sh.
M&A,5/13/2013, ,11/13/2013,CFS Bancorp Inc,1692281D US,First Merchants Corp,FRME US,110.16,110.16,Stock, ,Completed, ,N/A,Friendly,.6500 Aqr sh./Tgt sh.
M&A,10/1/2015, ,2/1/2016,Security California Bancorp,SCAF US,Pacific Premier Bancorp Inc,PPBI US,109.97,109.97,Stock, ,Completed, ,N/A,Friendly,.9629 Aqr sh./Tgt sh.
M&A,12/12/2006, ,4/18/2007,Valera Pharmaceuticals Inc,1245842D US,Endo Pharmaceuticals Solutions Inc,1495787D US,109.66,128.51,Stock, ,Completed, ,N/A,Friendly,1.1337 Aqr sh./Tgt sh.
M&A,3/21/2023, ,8/15/2023,Blackhawk Bancorp Inc,BHWB US,First Mid Bancshares Inc,FMBH US,109.3,109.3,Stock, ,Completed, ,N/A,Friendly,1.1500 Aqr sh./Tgt sh.
M&A,5/3/2020, ,7/28/2020,Quintana Energy Services Inc,QES US,KLX Energy Services Holdings Inc,KLXE US,105.92,76.49,Stock, ,Completed,3,N/A,Friendly,.0969 Aqr sh./Tgt sh.
M&A,9/27/2005,11/16/2005,12/14/2005,New Valley Corp/Miami FL,2267597Q US,Vector Group Ltd,VGR US,105.9,105.9,Stock, ,Completed, ,N/A,Friendly,.5400 Aqr sh./Tgt sh.
M&A,2/19/2013, ,10/14/2013,PVF Capital Corp,PVFC US,FNB Corp/PA,FNB US,105.07,105.07,Stock, ,Completed, ,N/A,Friendly,.3405 Aqr sh./Tgt sh.
M&A,10/26/2020, ,1/22/2021,Mid-Con Energy Partners LP,MCEP US,Contango Oil & Gas Co,MCF US,103.66,35.03,Stock, ,Completed,1.5,N/A,Friendly,1.7500 Aqr sh./Tgt sh.
M&A,2/25/2015, ,8/26/2015,Colonial American Bank,CBKX US,OceanFirst Financial Corp,OCFC US,103.43,103.43,Stock, ,Completed, ,N/A,Friendly,.3658 Aqr sh./Tgt sh.
M&A,8/9/2004,1/4/2005,3/14/2005,Chronimed LLC,632657Q US,Option Care Health Inc,OPCH US,102.99,120.33,Stock,8.42,Completed, ,N/A,Friendly,1.1200 Aqr sh./Tgt sh.
M&A,1/15/2004, ,10/20/2004,Phosphate Resource Partners LP,3419133Q US,Mosaic Global Holdings Inc,IGL US,102.83,102.83,Stock, ,Completed, ,N/A,Friendly,.2000 Aqr sh./Tgt sh.
M&A,12/16/2010, ,7/11/2011,Centra Financial Holdings Inc,CFHZ US,United Bankshares Inc/WV,UBSI US,102.44,102.44,Stock, ,Completed, ,N/A,Friendly,.7676 Aqr sh./Tgt sh.
M&A,8/12/2022, ,5/9/2023,Integrated Financial Holdings,IFHI US,MVB Financial Corp,MVBF US,102.25,102.25,Stock, ,Terminated, ,N/A,Friendly,1.2100 Aqr sh./Tgt sh.
M&A,11/14/2005, ,2/27/2006,Compex Technologies Inc,1839999D US,DJO Global Inc,ENMC US,101.97,90.38,Stock,11.89,Completed, ,N/A,Friendly,1.4006 Aqr sh./Tgt sh.
M&A,7/27/2021, ,3/25/2022,Valley Republic Bancorp,VLLX US,TriCo Bancshares,TCBK US,101.03,101.03,Stock, ,Completed, ,N/A,Friendly,.9500 Aqr sh./Tgt sh.
M&A,2/10/2016, ,8/1/2016,Xenith Bankshares Inc/old,1429746D US,Xenith Bankshares Inc,XBKS US,100.33,100.33,Stock, ,Completed,4,N/A,Friendly,4.4000 Aqr sh./Tgt sh.
M&A,9/24/2008, ,1/2/2009,Gateway Financial Holdings Inc,GBTS US,Xenith Bankshares Inc,XBKS US,98.46,98.46,Stock, ,Completed, ,N/A,Friendly,.6700 Aqr sh./Tgt sh.
M&A,4/5/2010, ,7/2/2010,Symyx Technologies Inc,SMMX US,Biovia Corp,ACCL US,98.16,177.61,Stock,10.12,Completed,7.5,N/A,Friendly,.7802 Aqr sh./Tgt sh.
M&A,10/1/2018, ,4/1/2019,HomeTown Bankshares Corp,HMTA US,American National Bankshares Inc,AMNB US,97.87,N/A,Stock, ,Completed, ,N/A,Friendly,0.415 Aqr sh./Tgt sh.
M&A,3/6/2023, ,6/2/2023,TCR2 Therapeutics Inc,TCRR US,Adaptimmune Therapeutics Plc,ADAP US,97.56,97.56,Stock, ,Completed,2.4,N/A,Friendly,1.5117 Aqr sh./Tgt sh.
M&A,11/18/2003,1/22/2004,4/5/2004,RMH Teleservices Inc,RMHT US,Expert Global Solutions Inc/Georgia,NCOG US,97.29,70.66,Stock,8.55,Completed, ,N/A,Friendly,.2150 Aqr sh./Tgt sh.
M&A,12/18/2009, ,4/16/2010,Javelin Pharmaceuticals Inc,JAV US,Myrexis Inc,MYRX US,96.42,97.19,Stock, ,Terminated,2.9,N/A,Friendly,.2820 Aqr sh./Tgt sh.
M&A,5/1/2006, ,11/8/2006,Community Bancshares Inc/AL,1511281D US,Superior Bancorp,SUPR US,96.29,96.29,Stock, ,Completed, ,N/A,Friendly,.8974 Aqr sh./Tgt sh.
M&A,6/23/2008, ,6/26/2008,Specialty Underwriters' Alliance Inc,SUAI US,Hallmark Financial Services Inc,HALL US,95.53,95.53,Stock, ,Terminated, ,6.5000/sh.,Friendly, 
M&A,4/8/2014, ,9/22/2014,OBA Financial Services Inc,OBAF US,FNB Corp/PA,FNB US,95.17,95.17,Stock,22.06,Completed, ,N/A,Friendly,1.7810 Aqr sh./Tgt sh.
M&A,3/6/2017,6/26/2017,10/13/2017,Handy & Harman Ltd,HNH US,Steel Partners Holdings LP,SPLP US,95,N/A,Stock,-5.29,Completed, ,N/A,Friendly,1.4840 Aqr sh./Tgt sh.
M&A,8/14/2015, ,6/17/2016,Southcoast Financial Corp,SOCB US,BNC Bancorp,BNCN US,94.84,94.84,Stock, ,Completed, ,N/A,Friendly,USD 13.3500/Tgt sh.
M&A,4/13/2005, ,9/19/2005,Analysts International Corp,ANLY US,Computer Horizons Corp,CHZS US,94.64,98.18,Stock, ,Terminated, ,N/A,Friendly,1.1500 Aqr sh./Tgt sh.
M&A,2/16/2010, ,4/1/2010,VCG Holding Corp,VCGH US,RCI Hospitality Holdings Inc,RICK US,94.58,65.78,Stock,10.75,Terminated, ,N/A,Friendly,USD 3.8000/Tgt sh.
M&A,9/12/2007, ,3/17/2008,MidWestOne Financial Group Inc/Old,OSKY US,MidWestOne Financial Group Inc,MOFG US,93.98,93.98,Stock, ,Completed, ,N/A,Friendly,.9500 Aqr sh./Tgt sh.
M&A,11/2/2015, ,11/2/2018,Alithya USA Inc,EDGW US,Enveric Biosciences Inc,ENVB US,93.76,114.56,Stock,20.18,Withdrawn, ,N/A,Unsolicited,USD 8.5000/Tgt sh.
M&A,6/3/2014, ,12/1/2014,1st Enterprise Bank,FENB US,CU Bancorp/Los Angeles CA,CUNB US,93.14,93.14,Stock, ,Completed,1,N/A,Friendly,1.3450 Aqr sh./Tgt sh.
M&A,11/17/2014, ,7/2/2015,Valley Financial Corp/Roanoke VA,VYFC US,BNC Bancorp,BNCN US,92.76,92.76,Stock, ,Completed, ,N/A,Friendly,1.1081 Aqr sh./Tgt sh.
M&A,11/13/2017, ,4/6/2018,First Sentry Bancshares Inc,FTSB US,WesBanco Inc,WSBC US,92.64,92.64,Stock, ,Completed, ,N/A,Friendly,1.5896 Aqr sh./Tgt sh.
M&A,11/18/2022, ,4/24/2023,Surrey Bancorp,SRYB US,First Community Bankshares Inc,FCBC US,91.29,91.29,Stock, ,Completed, ,N/A,Friendly,.7159 Aqr sh./Tgt sh.
M&A,7/11/2018, ,12/10/2018,Poage Bankshares Inc,PBSK US,City Holding Co,CHCO US,90.34,90.34,Stock, ,Completed, ,N/A,Friendly,.3350 Aqr sh./Tgt sh.
