Deal Type,Announce Date,Amendment Date,Completion/Termination Date,Target Name,Target Ticker,Acquirer Name,Acquirer Ticker,Announced Total Value (mil.),Announced Equity Value (mil.),Payment Type,TV/EBITDA,Deal Status,Acquirer Termination Fee,Cash Terms,Nature of Bid,Stock Terms,deal_id,Exchange Ratio,Clean Target Ticker,Clean Acquirer Ticker,target_market_cap,acquirer_market_cap
M&A,2020-04-08,,2020-07-16,Standard Diversified Inc,SDI US,Turning Point Brands Inc,TPB US,361.92,164.85,Stock,14.97,Completed,,,Friendly,.5210 Aqr sh./Tgt sh.,448,0.521,SDI,TPB,105275400.0,432722620.00000006
M&A,2010-11-01,,2011-05-16,Wilmington Trust Corp,WL US,M&T Bank Corp,MTB US,359.38,359.38,Stock,,Completed,,,Friendly,.0514 Aqr sh./Tgt sh.,449,0.0514,WL,MTB,376241730.00000006,9268847550.0
M&A,2008-12-19,,2009-05-26,Provident Bankshares Corp,PBKS US,M&T Bank Corp,MTB US,355.35,355.35,Stock,,Completed,,,Friendly,.1716 Aqr sh./Tgt sh.,452,0.1716,PBKS,MTB,,
M&A,2015-05-04,,2016-03-01,Furmanite Corp,FRM US,Team Inc,TISI US,353.83,323.29,Stock,10.61,Completed,10,,Friendly,.2150 Aqr sh./Tgt sh.,454,0.215,FRM,TISI,322959150.0,810147330.0
M&A,2003-10-22,,2004-03-16,Rainbow Technologies Inc,RNBO US,Thales DIS CPL USA Inc,SFNT US,352.29,411.51,Stock,15.83,Completed,,,Friendly,.3740 Aqr sh./Tgt sh.,455,0.374,RNBO,SFNT,312506370.0,416067420.0
M&A,2014-06-30,,2014-10-17,Enventis Corp,ENVE US,Consolidated Communications Holdings Inc,CNSL US,346.88,210.75,Stock,7.29,Completed,,,Friendly,.7402 Aqr sh./Tgt sh.,460,0.7402,ENVE,CNSL,216971400.0,897236030.0
M&A,2023-09-07,,2024-03-19,BlackRock Capital Investment Corp,BKCC US,BlackRock TCP Capital Corp,TCPC US,342.88,342.88,Stock,20.62,Completed,,,Friendly,.3834 Aqr sh./Tgt sh.,462,0.3834,BKCC,TCPC,277225040.0,710534100.0000001
M&A,2019-10-29,,2020-04-27,MutualFirst Financial Inc,MFSF US,Northwest Bancshares Inc,NWBI US,338.99,338.99,Stock,,Completed,,,Friendly,2.4000 Aqr sh./Tgt sh.,463,2.4,MFSF,NWBI,336180880.0,1813186000.0
M&A,2022-05-11,,2022-08-12,Redbox Entertainment Inc,RDBX US,Chicken Soup For The Soul Entertainment Inc,CSSE US,336.13,33.04,Stock,,Completed,,,Friendly,.0870 Aqr sh./Tgt sh.,464,0.087,RDBX,CSSE,33818920.00000001,37110830.0
M&A,2004-03-15,,2004-07-12,Humboldt Bancorp,HBEK US,Umpqua Holdings Corp,UMPQ US,328.29,328.29,Stock,,Completed,,,Friendly,1.0000 Aqr sh./Tgt sh.,468,1.0,HBEK,UMPQ,294574320.0,559808200.0000001
M&A,2018-11-27,,2019-04-01,BSB Bancorp Inc/MA,BLMT US,People's United Financial Inc,PBCT US,327.0,327.0,Stock,,Completed,,,Friendly,2.0000 Aqr sh./Tgt sh.,469,2.0,BLMT,PBCT,309721250.0,6175065640.0
M&A,2020-07-27,,2020-09-28,CNX Midstream Partners LP,CNXM US,CNX Resources Corp,CNX US,323.69,323.69,Stock,2.88,Completed,,,Friendly,.8800 Aqr sh./Tgt sh.,470,0.88,CNXM,CNX,762393510.0,1724683980.0000002
M&A,2014-05-08,,2014-11-03,1st United Bancorp Inc/Boca Raton FL,FUBC US,Valley National Bancorp,VLY US,316.2,316.2,Stock,,Completed,,,Friendly,.8900 Aqr sh./Tgt sh.,474,0.89,FUBC,VLY,279024100.0,1939494480.0
M&A,2021-06-01,,2021-10-19,Select Bancorp Inc,SLCT US,First Bancorp/Southern Pines NC,FBNC US,310.78,310.78,Stock,,Completed,,,Friendly,.4080 Aqr sh./Tgt sh.,476,0.408,SLCT,FBNC,292859000.0,1224742110.0
M&A,2017-12-11,,2018-07-09,FNB Bancorp/CA,FNBG US,TriCo Bancshares,TCBK US,300.91,300.91,Stock,,Completed,,,Friendly,.9800 Aqr sh./Tgt sh.,479,0.98,FNBG,TCBK,277452450.0,914198850.0
M&A,2016-10-31,,2017-04-30,SunCoke Energy Partners LP,SXCP US,SunCoke Energy Inc,SXC US,299.48,299.48,Stock,3.38,Terminated,,,Friendly,1.6500 Aqr sh./Tgt sh.,481,1.65,SXCP,SXC,799484900.0,653698520.0
M&A,2021-03-29,,2021-09-20,Premier Financial Bancorp Inc,PFBI US,Peoples Bancorp Inc/OH,PEBO US,288.94,288.94,Stock,,Completed,11,,Friendly,.5800 Aqr sh./Tgt sh.,487,0.58,PFBI,PEBO,271031580.0,642686000.0
M&A,2002-07-24,2003-03-27,2004-06-14,Franklin Financial Corp/TN,FNFN US,Fifth Third Bancorp,FITB US,287.66,287.66,Stock,,Completed,,,Friendly,.5933 Aqr sh./Tgt sh.,488,0.5933,FNFN,FITB,193247080.00000003,36079230600.0
M&A,2022-10-11,,2023-01-05,SeaSpine Holdings Corp,SPNE US,Orthofix Medical Inc,OFIX US,287.59,310.76,Stock,,Completed,,,Friendly,.4163 Aqr sh./Tgt sh.,489,0.4163,SPNE,OFIX,204583500.0,286900380.0
M&A,2018-10-10,,2019-09-04,MBT Financial Corp,MBTF US,First Merchants Corp,FRME US,284.74,,Stock,,Completed,,,Friendly,0.275 Aqr sh./Tgt sh.,490,0.275,MBTF,FRME,276569700.0,2176815750.0
M&A,2021-06-23,,2021-10-01,Bank of Commerce Holdings,BOCH US,Columbia Banking System Inc,COLB US,279.6,279.6,Stock,,Completed,,,Friendly,.4000 Aqr sh./Tgt sh.,492,0.4,BOCH,COLB,253983800.00000003,2798982640.0
M&A,2006-10-17,,2007-01-09,Pemstar Inc,PMTR US,Benchmark Electronics Inc,BHE US,277.74,199.85,Stock,7.94,Completed,,,Friendly,.1600 Aqr sh./Tgt sh.,493,0.16,PMTR,BHE,195430699.99999997,1779356280.0
M&A,2021-07-14,,2022-01-20,FVCBankcorp Inc,FVCB US,Blue Ridge Bankshares Inc,BRBS US,275.77,275.77,Stock,,Terminated,,,Friendly,1.1492 Aqr sh./Tgt sh.,495,1.1492,FVCB,BRBS,273642400.0,334655310.0
M&A,2006-05-16,,2006-10-27,Community Bancorp Inc/CA,CMBC US,PacWest Bancorp,PACW US,274.01,274.01,Stock,,Completed,,,Friendly,.7350 Aqr sh./Tgt sh.,498,0.735,CMBC,PACW,243009360.00000003,33102080.0
M&A,2018-07-16,,2018-11-16,Gulfmark Offshore Inc,GLF US,Tidewater Inc,TDW US,273.5,233.92,Stock,,Completed,35,,Friendly,1.1000 Aqr sh./Tgt sh.,499,1.1,GLF,TDW,246576040.0,816721350.0
M&A,2021-06-03,,2021-12-06,Community Bankers Trust Corp,ESXB US,United Bankshares Inc/WV,UBSI US,271.1,289.17,Stock,,Completed,,,Friendly,.3173 Aqr sh./Tgt sh.,500,0.3173,ESXB,UBSI,265973400.00000003,5067849090.0
M&A,2020-03-12,,2020-08-03,SB One Bancorp,SBBX US,Provident Financial Services Inc,PFS US,268.44,268.44,Stock,,Completed,,,Friendly,1.3570 Aqr sh./Tgt sh.,502,1.357,SBBX,PFS,175137600.0,972346640.0
M&A,2014-07-15,,2015-01-05,Franklin Financial Corp/VA,FRNK US,Towne Bank/Portsmouth VA,TOWN US,267.77,267.77,Stock,,Completed,11,,Friendly,1.4000 Aqr sh./Tgt sh.,503,1.4,FRNK,TOWN,251759970.0,559732160.0
M&A,2015-02-27,,2015-06-29,Cornerstone Progressive Return Fund,CFP US,Cornerstone Strategic Investme,CLM US,266.64,266.64,Stock,,Completed,,,Friendly,.7658 Aqr sh./Tgt sh.,504,0.7658,CFP,CLM,,
M&A,2004-06-14,,2004-11-11,Prime Medical Services Inc,PMSI US,HealthTronics Inc,HTRN US,263.78,144.27,Stock,6.37,Completed,,,Friendly,1.0000 Aqr sh./Tgt sh.,505,1.0,PMSI,HTRN,146333070.0,88421760.0
M&A,2011-01-26,,2011-10-03,Abington Bancorp Inc,ABBC US,Susquehanna Bancshares Inc,SUSQ US,262.77,262.77,Stock,,Completed,,,Friendly,1.3200 Aqr sh./Tgt sh.,506,1.32,ABBC,SUSQ,252490840.0,1250272920.0
M&A,2022-12-14,,2023-07-03,Community Financial Corp/The,TCFC US,Shore Bancshares Inc,SHBI US,258.8,258.8,Stock,,Completed,,,Friendly,2.3287 Aqr sh./Tgt sh.,510,2.3287,TCFC,SHBI,223017000.0,342550500.0
M&A,2024-01-16,2024-04-30,2024-11-18,HomeStreet Inc,HMST US,Firstsun Capital Bancorp,FSUN US,256.89,256.89,Stock,,Terminated,,,Friendly,.3867 Aqr sh./Tgt sh.,511,0.3867,HMST,FSUN,275703959.99999994,
M&A,2019-02-05,,2019-06-28,SunCoke Energy Partners LP,SXCP US,SunCoke Energy Inc,SXC US,256.12,256.12,Stock,3.19,Completed,6,,Friendly,1.4000 Aqr sh./Tgt sh.,513,1.4,SXCP,SXC,689244570.0,661077080.0000001
M&A,2014-01-27,,2014-07-07,VantageSouth Bancshares Inc,VSB US,Yadkin Financial Corp,YDKN US,255.25,255.25,Stock,,Completed,,,Friendly,.3125 Aqr sh./Tgt sh.,514,0.3125,VSB,YDKN,270703440.0,272289120.0
M&A,2016-09-12,,2017-02-02,American Farmland Co,AFCO US,Farmland Partners Inc,FPI US,249.5,170.92,Stock,,Completed,6,,Friendly,.7417 Aqr sh./Tgt sh.,516,0.7417,AFCO,FPI,123699819.99999999,151329639.99999997
M&A,2014-12-10,,2015-07-01,Heritage Financial Group Inc,HBOS US,Renasant Corp,RNST US,248.08,248.08,Stock,,Completed,,,Friendly,.9266 Aqr sh./Tgt sh.,517,0.9266,HBOS,RNST,233375199.99999997,915776400.0
M&A,2016-08-01,2016-11-21,2016-12-09,Transocean Partners LLC,RIGP US,Transocean Ltd,RIG US,240.96,240.96,Stock,17.91,Completed,,,Friendly,1.2000 Aqr sh./Tgt sh.,520,1.2,RIGP,RIG,488934250.0,3670280100.0
M&A,2010-04-26,,2010-07-02,Thomas Weisel Partners Group Inc,TWPG US,Stifel Financial Corp,SF US,240.84,240.84,Stock,,Completed,,,Friendly,.1364 Aqr sh./Tgt sh.,521,0.1364,TWPG,SF,248958360.0,1712247800.0
M&A,2010-06-10,,2010-10-04,PMA Cos Inc,PMACA US,Old Republic International Corp,ORI US,239.67,239.67,Stock,,Completed,,,Friendly,.5500 Aqr sh./Tgt sh.,522,0.55,PMACA,ORI,227383650.0,3188813670.0
M&A,2019-02-04,2019-05-13,2019-05-17,Maxwell Technologies Inc,MXWL US,Tesla Inc,TSLA US,236.99,224.06,Stock,,Completed,,,Friendly,.0193 Aqr sh./Tgt sh.,523,0.0193,MXWL,TSLA,211121639.99999997,55465654426.02
M&A,2005-03-03,2005-04-21,2005-05-17,Siliconix Inc,SILI US,Vishay Intertechnology Inc,VSH US,235.27,235.27,Stock,10.78,Completed,,,Hostile,3.0750 Aqr sh./Tgt sh.,524,3.075,SILI,VSH,1083113750.0,1979072470.0
M&A,2018-11-07,,2019-03-29,Owens Realty Mortgage Inc,ORM US,Ready Capital Corp,RC US,234.81,190.85,Stock,39.81,Completed,10,,Friendly,1.4410 Aqr sh./Tgt sh.,525,1.441,ORM,RC,167000850.0,466793600.00000006
M&A,2023-12-12,,2024-07-02,Codorus Valley Bancorp Inc,CVLY US,Orrstown Financial Services Inc,ORRF US,233.38,200.51,Stock,,Completed,8.3,,Friendly,.8750 Aqr sh./Tgt sh.,526,0.875,CVLY,ORRF,230183449.99999997,279148200.0
M&A,2009-07-27,,2010-04-13,Harleysville National Corp,HNBC US,First Niagara Financial Group Inc,FNFG US,232.91,232.91,Stock,,Completed,,,Friendly,.4740 Aqr sh./Tgt sh.,527,0.474,HNBC,FNFG,226658660.0,1900492470.0
M&A,2012-10-08,,2013-03-11,Alliance Financial Corp/NY,ALNC US,NBT Bancorp Inc,NBTB US,230.9,166.69,Stock,,Completed,,,Friendly,2.1779 Aqr sh./Tgt sh.,529,2.1779,ALNC,NBTB,217294080.0,720058748.5
M&A,2016-10-24,,2017-04-03,Middleburg Financial Corp,MBRG US,Access National Corp,ANCX US,230.87,230.87,Stock,,Completed,9.9,,Friendly,1.3314 Aqr sh./Tgt sh.,530,1.3314,MBRG,ANCX,216428410.0,253048500.00000003
M&A,2020-12-21,,2021-05-03,RigNet Inc,RNET US,Viasat Inc,VSAT US,228.77,130.82,Stock,155.63,Completed,,,Friendly,.1845 Aqr sh./Tgt sh.,531,0.1845,RNET,VSAT,121304000.00000001,2163081990.0
M&A,2024-01-29,,2024-08-01,California BanCorp,CALB US,California BanCorp,BCAL US,226.28,226.28,Stock,,Completed,,,Friendly,1.5900 Aqr sh./Tgt sh.,532,1.59,CALB,BCAL,216687580.0,305843850.0
M&A,2005-12-15,,2006-05-10,Foothill Independent Bancorp,FOOT US,PacWest Bancorp,PACW US,222.62,222.62,Stock,,Completed,,,Friendly,.4523 Aqr sh./Tgt sh.,533,0.4523,FOOT,PACW,213861870.0,32313540.0
M&A,2004-07-11,,2004-08-09,Secure Computing LLC,SCUR US,Cyberguard Corp,CGFW US,222.32,263.2,Stock,17.04,Terminated,,,Friendly,1.0000 Aqr sh./Tgt sh.,534,1.0,SCUR,CGFW,249808360.0,212248320.0
M&A,2021-03-22,,2021-10-19,Pacific Mercantile Bancorp,PMBC US,Banc of California Inc,BANC US,221.85,221.85,Stock,,Completed,,,Friendly,.5000 Aqr sh./Tgt sh.,535,0.5,PMBC,BANC,198639100.0,923022170.0
M&A,2011-04-28,,2012-01-03,State Bancorp Inc/NY,STBC US,Valley National Bancorp,VLY US,218.22,218.22,Stock,,Completed,,,Friendly,1.0000 Aqr sh./Tgt sh.,537,1.0,STBC,VLY,223924800.0,2313954480.0
M&A,2019-04-30,,2019-09-23,MidSouth Bancorp Inc,MSL US,Hancock Whitney Corp,HWC US,211.53,211.53,Stock,,Completed,,,Friendly,.2952 Aqr sh./Tgt sh.,539,0.2952,MSL,HWC,207755020.0,3677388000.0
M&A,2015-12-03,,2016-05-02,Pulaski Financial Corp,PULB US,First Busey Corp,BUSE US,207.51,207.51,Stock,,Completed,9,,Friendly,.7900 Aqr sh./Tgt sh.,542,0.79,PULB,BUSE,200399850.0,627515910.0
M&A,2019-06-05,,2019-12-02,DNB Financial Corp,DNBF US,S&T Bancorp Inc,STBA US,205.65,205.65,Stock,,Completed,,,Friendly,1.2200 Aqr sh./Tgt sh.,544,1.22,DNBF,STBA,191343580.0,1264373900.0
M&A,2007-05-08,,2007-08-27,Sipex Corp,SIPX US,Exar Corp,EXAR US,199.31,174.57,Stock,,Completed,,,Friendly,.6679 Aqr sh./Tgt sh.,545,0.6679,SIPX,EXAR,174170400.00000003,504830550.00000006
M&A,2022-12-05,,2023-08-15,Salisbury Bancorp Inc,SAL US,NBT Bancorp Inc,NBTB US,198.91,202.21,Stock,,Completed,,,Friendly,.7450 Aqr sh./Tgt sh.,546,0.745,SAL,NBTB,180287280.0,1851116400.0000002
M&A,2019-04-26,,2019-07-19,Aratana Therapeutics Inc,PETX US,Elanco Animal Health Inc,ELAN US,191.29,233.96,Stock,,Completed,,,Friendly,.1481 Aqr sh./Tgt sh.,554,0.1481,PETX,ELAN,,
M&A,2018-12-11,,2019-05-20,SI Financial Group Inc,SIFI US,Berkshire Hills Bancorp Inc,BHLB US,190.91,190.91,Stock,,Completed,,,Friendly,.4800 Aqr sh./Tgt sh.,556,0.48,SIFI,BHLB,165467500.0,1333867920.0000002
M&A,2014-01-28,,2014-06-23,Tortoise North American Energy Corp,TYN US,Tortoise Energy Infrastructure Corp,TYG US,190.49,190.49,Stock,,Completed,,,Friendly,.6540 Aqr sh./Tgt sh.,557,0.654,TYN,TYG,176708000.0,1193956920.0000002
M&A,2008-10-16,,2009-04-02,Zygo Corp,ZIGO US,Electro Scientific Industries Inc,ESIO US,187.76,231.82,Stock,14.31,Terminated,,,Friendly,1.0233 Aqr sh./Tgt sh.,559,1.0233,ZIGO,ESIO,148600400.0,260771700.0
M&A,2011-02-17,,2011-06-29,LaBranche & Co Inc,LAB US,Cowen Inc,COWN US,182.42,182.42,Stock,,Completed,6.25,,Friendly,.9980 Aqr sh./Tgt sh.,565,0.998,LAB,COWN,173551680.00000003,325144500.0
M&A,2021-07-23,,2022-03-01,Atlantic Capital Bancshares Inc,ACBI US,SouthState Corp,SSB US,181.61,181.61,Stock,,Completed,16.5,,Friendly,.3600 Aqr sh./Tgt sh.,566,0.36,ACBI,SSB,,
M&A,2022-07-25,,2022-10-20,Zymergen Inc,ZY US,Ginkgo Bioworks Holdings Inc,DNA US,181.11,279.11,Stock,,Completed,,,Friendly,.9179 Aqr sh./Tgt sh.,568,0.9179,ZY,DNA,232574720.00000003,2854095030.0
M&A,2014-01-21,,2014-10-06,North Valley Bancorp,NOVB US,TriCo Bancshares,TCBK US,180.93,180.93,Stock,,Completed,3.8,,Friendly,.9433 Aqr sh./Tgt sh.,569,0.9433,NOVB,TCBK,168439040.0,433918230.0
M&A,2022-11-04,,2023-02-10,Velodyne Lidar Inc,VLDR US,Ouster Inc,OUST US,180.04,180.04,Stock,,Completed,,,Friendly,.8204 Aqr sh./Tgt sh.,570,0.8204,VLDR,OUST,,
M&A,2022-10-25,,2023-05-02,Limestone Bancorp Inc,LMST US,Peoples Bancorp Inc/OH,PEBO US,178.05,178.05,Stock,,Completed,1.8,,Friendly,.9000 Aqr sh./Tgt sh.,575,0.9,LMST,PEBO,163784130.0,814900230.0
M&A,2003-08-25,,2004-04-01,Resource Bankshares Corp,RBKV US,Fulton Financial Corp,FULT US,177.35,177.35,Stock,,Completed,,,Friendly,1.4667 Aqr sh./Tgt sh.,576,1.4667,RBKV,FULT,167515900.0,2164806800.0000005
M&A,2006-04-25,,2006-10-09,NewMil Bancorp Inc,NMIL US,Webster Financial Corp,WBS US,177.31,177.31,Stock,,Completed,,,Friendly,.8736 Aqr sh./Tgt sh.,577,0.8736,NMIL,WBS,162918500.0,2503201150.0
M&A,2021-12-02,,2022-04-04,SLR Senior Investment Corp,SUNS US,SLR Investment Corp,SLRC US,177.28,241.21,Stock,,Completed,,,Friendly,.7796 Aqr sh./Tgt sh.,578,0.7796,SUNS,SLRC,239932550.0,816482520.0
M&A,2017-06-12,2017-10-27,2017-11-01,First South Bancorp Inc/NC,FSBK US,Carolina Financial Corp,CARO US,175.53,175.53,Stock,,Completed,,,Friendly,.5064 Aqr sh./Tgt sh.,579,0.5064,FSBK,CARO,159426780.0,532627000.0
M&A,2015-12-17,,2016-06-27,Monarch Financial Holdings Inc,MNRK US,Towne Bank/Portsmouth VA,TOWN US,174.11,250.91,Stock,,Completed,,,Friendly,.8830 Aqr sh./Tgt sh.,581,0.883,MNRK,TOWN,202314539.99999997,1033856670.0
M&A,2005-10-03,,2006-03-16,Cavalry Bancorp Inc,CAVB US,Pinnacle Financial Partners Inc,PNFP US,173.37,173.37,Stock,,Completed,,,Friendly,.9500 Aqr sh./Tgt sh.,582,0.95,CAVB,PNFP,166014000.0,203186880.0
M&A,2005-06-23,,2005-10-03,InKine Pharmaceutical Co Inc,INKP US,Salix Pharmaceuticals Ltd,SLXP US,172.48,183.04,Stock,53.22,Completed,,,Friendly,.1737 Aqr sh./Tgt sh.,583,0.1737,INKP,SLXP,152676120.0,639682100.0
M&A,2017-08-14,,2018-01-02,Sunshine Bancorp Inc,SBCP US,CenterState Bank Corp,CSFL US,170.06,177.62,Stock,,Completed,,,Friendly,.8900 Aqr sh./Tgt sh.,586,0.89,SBCP,CSFL,173383200.0,1482666900.0
M&A,2012-03-26,,2012-07-25,Oclaro Fiber Optics Inc,OPXT US,Oclaro Inc,OCLR US,170.0,209.97,Stock,,Completed,6,,Friendly,.4200 Aqr sh./Tgt sh.,587,0.42,OPXT,OCLR,156225920.0,224348160.0
M&A,2023-02-22,,2023-12-01,Partners Bancorp,PTRS US,LINKBANCORP Inc,LNKB US,169.5,169.5,Stock,,Completed,,,Friendly,1.1500 Aqr sh./Tgt sh.,589,1.15,PTRS,LNKB,163203920.0,128964900.00000001
M&A,2008-05-16,,2008-08-29,Optium Corp,OPTM US,Finisar Corp,FNSR US,169.38,221.74,Stock,,Completed,,,Friendly,6.2620 Aqr sh./Tgt sh.,590,6.262,OPTM,FNSR,,
M&A,2011-07-20,,2011-10-21,Allos Therapeutics Inc,ALTH US,AMAG Pharmaceuticals Inc,AMAG US,169.08,248.5,Stock,,Terminated,14,,Friendly,.1282 Aqr sh./Tgt sh.,591,0.1282,ALTH,AMAG,193383420.0,336793800.0
M&A,2008-05-21,,2008-12-08,Willow Financial Bancorp Inc,WFBC US,Harleysville National Corp,HNBC US,166.93,166.93,Stock,,Completed,,,Friendly,.7300 Aqr sh./Tgt sh.,593,0.73,WFBC,HNBC,146975220.0,423919600.0
M&A,2017-08-14,,2017-12-15,Tesco Corp,TESO US,Nabors Industries Ltd,NBR US,162.23,234.72,Stock,,Completed,,,Friendly,.6800 Aqr sh./Tgt sh.,598,0.68,TESO,NBR,203384249.99999997,1886385599.9999998
M&A,2013-08-15,,2014-06-02,Firstbank Corp,FBMI US,Mercantile Bank Corp,MBWM US,160.15,160.15,Stock,,Completed,7.9,,Friendly,1.0000 Aqr sh./Tgt sh.,599,1.0,FBMI,MBWM,151045830.00000003,179973690.0
M&A,2008-03-19,2008-05-21,2008-07-02,Greater Community Bancorp,GFLS US,Valley National Bancorp,VLY US,157.69,157.69,Stock,,Completed,,,Friendly,.9975 Aqr sh./Tgt sh.,602,0.9975,GFLS,VLY,158485800.0,2409453970.0
M&A,2014-01-13,,2014-06-02,Teche Holding Co,TSH US,IBERIABANK Corp,IBKC US,154.15,154.15,Stock,,Completed,4,,Friendly,1.1620 Aqr sh./Tgt sh.,605,1.162,TSH,IBKC,147191780.0,1867644900.0000002
M&A,2023-04-25,,2023-08-02,Spectrum Pharmaceuticals Inc,SPPI US,Assertio Holdings Inc,ASRT US,151.0,224.28,Stock,,Completed,8.3,,Friendly,.1783 Aqr sh./Tgt sh.,607,0.1783,SPPI,ASRT,181061370.0,278310000.0
M&A,2017-11-08,,2018-02-07,Alon USA Partners LP,ALDW US,Delek US Holdings Inc,DK US,148.62,29.82,Stock,1.77,Completed,,,Friendly,.4900 Aqr sh./Tgt sh.,608,0.49,ALDW,DK,863525490.0,2257443840.0
M&A,2019-01-15,,2019-04-23,Entegra Financial Corp,ENFC US,SmartFinancial Inc,SMBK US,147.98,147.98,Stock,,Terminated,,,Friendly,1.2150 Aqr sh./Tgt sh.,609,1.215,ENFC,SMBK,152148810.0,252902099.99999997
M&A,2016-05-05,,2017-01-17,Lake Sunapee Bank Group,LSBG US,Bar Harbor Bankshares,BHB US,140.65,140.65,Stock,,Completed,,,Friendly,.4970 Aqr sh./Tgt sh.,612,0.497,LSBG,BHB,130423920.0,195084600.0
M&A,2007-01-18,2007-04-20,2007-04-27,North Bay Bancorp/Napa CA,NBAN US,Umpqua Holdings Corp,UMPQ US,136.28,136.28,Stock,,Completed,,,Friendly,1.2280 Aqr sh./Tgt sh.,619,1.228,NBAN,UMPQ,140112000.0,1627401599.9999998
M&A,2004-10-15,,2005-02-22,NSD Bancorp Inc,NSDB US,FNB Corp/PA,FNB US,135.69,135.69,Stock,,Completed,,,Friendly,1.8000 Aqr sh./Tgt sh.,621,1.8,NSDB,FNB,,
M&A,2021-04-19,,2021-08-09,American River Bankshares,AMRB US,Bank of Marin Bancorp,BMRC US,135.32,135.32,Stock,,Completed,,,Friendly,.5750 Aqr sh./Tgt sh.,622,0.575,AMRB,BMRC,115126219.99999999,468577319.99999994
M&A,2009-04-20,,2009-10-29,Florida Public Utilities Co,FPU US,Chesapeake Utilities Corp,CPK US,133.6,74.52,Stock,,Completed,,,Friendly,.4050 Aqr sh./Tgt sh.,624,0.405,FPU,CPK,72425280.0,199796400.0
M&A,2005-10-10,,2006-01-09,Micro Therapeutics Inc,MTIX US,ev3 Inc,EVVV US,130.16,130.16,Stock,,Completed,,,Friendly,.4763 Aqr sh./Tgt sh.,631,0.4763,MTIX,EVVV,314435520.0,721001160.0
M&A,2005-03-15,,2005-09-22,Medicore Inc,MDKI US,Dialysis Corp Of America,DCAI US,128.3,135.1,Stock,34.96,Completed,,,Friendly,.6800 Aqr sh./Tgt sh.,633,0.68,MDKI,DCAI,86548580.0,205955220.0
M&A,2004-05-13,,2004-07-30,Horizon Medical Products Inc,HMP US,Rita Medical Systems Inc,RITA US,128.22,111.26,Stock,40.52,Completed,,,Friendly,.4212 Aqr sh./Tgt sh.,634,0.4212,HMP,RITA,81735840.00000001,80166750.0
M&A,2023-09-27,,2024-07-02,FNCB Bancorp Inc,FNCB US,Peoples Financial Services Corp,PFIS US,127.89,127.89,Stock,,Completed,,,Friendly,.1460 Aqr sh./Tgt sh.,635,0.146,FNCB,PFIS,121436920.0,296416470.0
M&A,2021-06-30,,2021-12-01,Riverview Financial Corp,RIVE US,Mid Penn Bancorp Inc,MPB US,127.68,127.68,Stock,,Completed,,,Friendly,.4833 Aqr sh./Tgt sh.,636,0.4833,RIVE,MPB,119365500.0,310895250.0
M&A,2011-06-15,,2012-01-03,Parkvale Financial Corp,PVSA US,FNB Corp/PA,FNB US,124.91,124.91,Stock,,Completed,,,Friendly,2.1780 Aqr sh./Tgt sh.,640,2.178,PVSA,FNB,112218300.0,1242291849.9999998
M&A,2004-06-14,,2005-01-03,First Washington Financial Corp/NJ,FWFC US,Fulton Financial Corp,FULT US,123.47,123.47,Stock,,Completed,,,Friendly,1.3500 Aqr sh./Tgt sh.,641,1.35,FWFC,FULT,112699200.0,2439890440.0
M&A,2008-11-07,,2009-04-14,Benjamin Franklin Bancorp Inc,BFBC US,Independent Bank Corp,INDB US,122.77,122.77,Stock,,Completed,,,Friendly,.5900 Aqr sh./Tgt sh.,642,0.59,BFBC,INDB,,
M&A,2019-12-05,,2020-06-01,Wellesley Bank,WEBK US,Cambridge Bancorp,CATC US,122.61,122.61,Stock,,Completed,,,Friendly,.5800 Aqr sh./Tgt sh.,645,0.58,WEBK,CATC,108197000.0,360112500.0
M&A,2017-09-27,,2018-04-17,Bay Bancorp Inc,BYBK US,Old Line Bancshares Inc,OLBK US,119.44,119.44,Stock,,Completed,5.076,,Friendly,.4088 Aqr sh./Tgt sh.,652,0.4088,BYBK,OLBK,120532500.0,352985850.00000006
M&A,2021-07-12,,2022-01-07,1st Constitution Bancorp,FCCY US,Lakeland Bancorp Inc,LBAI US,118.71,247.48,Stock,,Completed,9,,Friendly,1.3577 Aqr sh./Tgt sh.,653,1.3577,FCCY,LBAI,222978800.0,836940539.9999999
M&A,2013-02-07,,2013-09-04,First M&F Corp,FMFC US,Renasant Corp,RNST US,114.71,114.71,Stock,,Completed,,,Friendly,.6425 Aqr sh./Tgt sh.,656,0.6425,FMFC,RNST,110033520.0,488782620.0
M&A,2017-01-31,,2017-12-15,Royal Bancshares of Pennsylvania Inc,RBPAA US,Bryn Mawr Bank Corp,BMTC US,114.38,114.38,Stock,,Completed,1.8,,Friendly,.1025 Aqr sh./Tgt sh.,657,0.1025,RBPAA,BMTC,111269130.0,682682000.0
M&A,2024-05-15,,2024-10-10,HMN Financial Inc,HMNF US,Alerus Financial Corp,ALRS US,113.4,113.4,Stock,,Completed,,,Friendly,1.2500 Aqr sh./Tgt sh.,660,1.25,HMNF,ALRS,102561049.99999999,390397980.0
M&A,2014-11-04,,2015-04-20,Hampden Bancorp Inc,HBNK US,Berkshire Hills Bancorp Inc,BHLB US,110.67,110.67,Stock,,Completed,,,Friendly,.8100 Aqr sh./Tgt sh.,667,0.81,HBNK,BHLB,108310599.99999999,636625169.9999999
